weekdate,simple_state,cumulative_prob
2020-03-15,alabama,0
2020-03-22,alabama,0
2020-03-29,alabama,0
2020-04-05,alabama,0
2020-04-12,alabama,0
2020-04-19,alabama,0
2020-04-26,alabama,0
2020-05-03,alabama,0
2020-05-10,alabama,0
2020-05-17,alabama,0
2020-05-24,alabama,0.548628428927681
2020-05-31,alabama,0.548628428927681
2020-06-07,alabama,0.604738154613466
2020-06-14,alabama,0.682044887780549
2020-06-21,alabama,0.748129675810474
2020-06-28,alabama,0.801122194513716
2020-07-05,alabama,0.841022443890274
2020-07-12,alabama,0.875311720698254
2020-07-19,alabama,0.9071072319202
2020-07-26,alabama,0.928304239401496
2020-08-02,alabama,0.943266832917706
2020-08-09,alabama,0.957605985037407
2020-08-16,alabama,0.967581047381546
2020-08-23,alabama,0.976932668329177
2020-08-30,alabama,0.981920199501247
2020-09-06,alabama,0.986907730673317
2020-09-13,alabama,0.989401496259352
2020-09-20,alabama,0.99002493765586
2020-09-27,alabama,0.992518703241895
2020-10-04,alabama,0.993765586034913
2020-10-11,alabama,0.994389027431421
2020-10-18,alabama,0.996882793017456
2020-10-25,alabama,0.997506234413965
2020-11-01,alabama,0.998129675810474
2020-11-08,alabama,0.998753117206983
2020-11-15,alabama,0.998753117206983
2020-11-22,alabama,1
2020-11-29,alabama,1
2020-12-06,alabama,1
2020-03-15,alaska,0
2020-03-22,alaska,0
2020-03-29,alaska,0.809226932668329
2020-04-05,alaska,0.809226932668329
2020-04-12,alaska,0.809226932668329
2020-04-19,alaska,0.809226932668329
2020-04-26,alaska,0.809226932668329
2020-05-03,alaska,0.809226932668329
2020-05-10,alaska,0.809226932668329
2020-05-17,alaska,0.809226932668329
2020-05-24,alaska,0.809226932668329
2020-05-31,alaska,0.809226932668329
2020-06-07,alaska,0.821695760598504
2020-06-14,alaska,0.844139650872818
2020-06-21,alaska,0.870947630922693
2020-06-28,alaska,0.889650872817955
2020-07-05,alaska,0.915835411471322
2020-07-12,alaska,0.934538653366583
2020-07-19,alaska,0.95074812967581
2020-07-26,alaska,0.964463840399002
2020-08-02,alaska,0.969451371571072
2020-08-09,alaska,0.974438902743142
2020-08-16,alaska,0.978802992518703
2020-08-23,alaska,0.981296758104738
2020-08-30,alaska,0.988778054862843
2020-09-06,alaska,0.993142144638404
2020-09-13,alaska,0.99501246882793
2020-09-20,alaska,0.995635910224439
2020-09-27,alaska,0.996882793017456
2020-10-04,alaska,0.997506234413965
2020-10-11,alaska,0.998753117206982
2020-10-18,alaska,0.998753117206982
2020-10-25,alaska,0.998753117206982
2020-11-01,alaska,0.998753117206982
2020-11-08,alaska,0.998753117206982
2020-11-15,alaska,1
